datetime,avonmouth,avonmouth_docks_j,avonmouth_docks_k,bedminster,bishopsworth,bower_ashton,broadweir,cairns_road,clifton,cotham,eastville,feeder_road_a,feeder_road_b,kingweston,lockleaze,stock_bishop,st_pauls_j,st_pauls_k,woodland_way_j,woodland_way_k,filton_j,filton_k,whitchurch
01/01/2020 00:00,9.58900075,1.691,0,9.436644003,6.24431,7.631,2.733320593,17.15757,13.1005,5.08,7.41,22.3535,7.14,2.941,7.02772,5.3637,8.27545,14.3735,7.56,13.75,6.6918,10.1,12.3405
01/01/2020 00:30,10.01367355,1.7385,0,10.71744646,6.52212,8.468,2.703723257,19.58748,14.1075,5.12,8.42,24.0445,7.42,2.649,7.62185,5.92952,9.06015,15.694,8.22,14.94,6.83822,10.43,12.7965
01/01/2020 01:00,9.83497285,1.786,0,10.60433591,6.42624,8.4775,2.703723257,19.79857,14.4115,5.12,8.53,24.2345,7.48,2.705,7.76682,6.04067,9.17016,16.055,8.22,14.94,6.87402,10.34,12.711
01/01/2020 01:30,9.6549583,1.7005,0,10.2327637,6.28932,8.296,2.650770921,18.94072,14.3735,5.16,8.22,23.712,7.32,2.739,7.51621,5.84744,9.11012,15.656,7.9,14.36,6.8374,10.1,12.2455
01/01/2020 02:00,9.4337356,1.463,0,9.742861241,6.02327,8.0785,2.652260217,18.09655,13.8985,5.16,7.81,22.515,7.12,2.872,7.21886,5.67473,8.82816,15.2285,7.45,13.54,6.785,9.86,11.571
01/01/2020 02:30,9.16826665,1.368,0,9.483913476,5.89856,7.991,2.659529972,17.60711,13.813,5.17,7.55,21.4985,7.04,2.51,7.13792,5.5993,8.67521,14.801,7.15,13.12,6.7098,9.77,11.0865
01/01/2020 03:00,8.861638,1.045,0,9.224003453,5.63255,7.765,2.548963088,17.30102,13.471,5.17,7.19,20.691,6.84,2.056,6.89092,5.46934,8.56197,14.3735,6.76,12.41,6.49786,9.68,10.488
01/01/2020 03:30,8.56554675,1.045,0,8.891001163,5.42187,7.498,2.444492755,16.35501,12.977,5.16,6.63,19.817,6.64,2.611,6.54816,5.28238,8.07747,13.7275,6.46,11.87,6.436,9.4,10.127
01/01/2020 04:00,8.6932733,1.102,0,8.507978655,5.38322,7.2985,2.415589304,15.33015,12.6255,5.16,6.25,19.057,6.51,1.9,6.17101,4.83493,7.88994,13.471,6.16,11.34,6.235,9.3,10.07
01/01/2020 04:30,8.60890665,1.539,0,8.269881682,5.45746,7.024,2.387671477,14.90417,12.369,5.18,6.04,18.3065,6.39,1.75,6.00476,4.72435,7.44477,13.2905,5.82,10.84,6.2162,9.1,9.785
01/01/2020 05:00,8.5990694,1.5675,0,8.060974797,5.37827,6.871,2.352085038,14.55495,12.236,5.18,5.79,17.936,6.39,1.762,5.8957,4.63201,7.00853,12.939,5.62,10.48,6.1442,8.97,9.652
01/01/2020 05:30,8.54164665,1.558,0,8.129268491,5.56263,6.8445,2.58010188,14.50194,12.122,5.33,5.73,17.936,6.41,1.76,5.87195,4.57957,6.98117,12.977,5.56,10.36,6.117,9.05,9.595
01/01/2020 06:00,8.69198795,1.5865,0,8.204726633,5.712,6.966,2.58010188,14.49871,11.9985,5.44,5.71,17.86,6.35,1.81,5.86511,4.5638,7.07028,13.1385,5.58,10.39,6.119,9.26,9.6235
01/01/2020 06:30,9.0292655,1.5865,0,8.712721028,5.8629,7.157,2.929457204,14.99214,12.2265,5.56,5.89,18.4395,6.45,1.92,6.05473,4.66146,7.71039,14.041,5.78,10.76,6.1714,9.58,10.184
01/01/2020 07:00,9.21908215,1.216,0,8.92723351,5.88483,7.0705,2.929457204,15.13027,12.1885,5.66,5.94,18.6295,6.53,2.03,6.11325,4.66355,7.66346,13.851,5.88,10.92,6.24354,9.77,10.355
01/01/2020 07:30,9.05389805,1.1685,0,8.844877814,5.95003,7.2995,3.040887454,14.95642,12.1695,5.98,5.71,18.6485,6.82,2.12,6.01901,4.60636,7.58347,13.756,6,10.92,6.21798,9.97,10.431
01/01/2020 08:00,9.28674115,1.1685,0,8.85298395,7.03395,7.366,3.168436844,15.6978,12.2455,5.96,5.82,18.677,7.03,1.99,6.89453,5.36427,7.83997,13.7085,6.16,11.2,6.48496,10.13,10.4405
01/01/2020 08:30,9.17116985,1.8905,0,8.84298395,7.04503,7.08,3.346305688,15.72763,12.5305,6.07,5.82,19.1045,7.21,1.96,6.99371,5.39676,7.85118,13.9555,6.5,11.79,6.52282,10.17,10.811
01/01/2020 09:00,9.2871003,2.299,0,8.86145493,7.15438,7.3575,3.502408214,16.51043,12.5495,6.16,6.1,20.0165,7.25,2.63,7.18618,5.61659,7.89545,13.9555,7.07,12.7,6.5669,10.3,11.1435
01/01/2020 09:30,9.58423985,2.0615,0,9.483656457,7.34318,7.84,3.702662559,17.68159,13.1385,6.14,6.61,21.185,7.4,2.47,7.55839,5.87195,8.07215,14.3735,7.66,13.76,6.93132,10.56,11.9605
01/01/2020 10:00,9.9372078,1.938,0,9.946596083,7.82087,8.2125,3.959311846,19.52383,13.718,6.2,7.03,22.3535,7.65,1.88,7.8185,6.22858,8.41491,15.086,8.23,14.77,7.10322,10.94,12.787
01/01/2020 10:30,10.3764059,1.843,0,10.42184874,7.87413,8.7995,4.437588041,19.70243,14.3925,6.2,7.59,23.6075,7.99,1.91,7.88652,6.05283,8.87376,15.808,8.81,15.97,7.27266,11.42,13.642
01/01/2020 11:00,10.624314,1.976,0,11.0014163,7.85502,9.0845,4.801776916,20.36211,14.839,6.23,7.96,24.7095,8.07,1.95,8.04878,6.00989,9.28492,16.074,9.23,16.66,7.42096,11.6,14.345
01/01/2020 11:30,10.96351695,1.9,0,11.39029386,8.3838,9.115,5.579011151,21.12477,15.39,6.28,8.38,25.9635,8.17,1.99,8.40921,6.16607,9.40766,16.34,9.65,17.34,7.33518,11.94,15.1145
01/01/2020 12:00,11.13973,1.824,0,11.74670533,8.66503,9.284,5.538084246,21.29558,15.7795,6.28,8.71,26.5725,8.27,1.95,8.76907,6.38362,9.5247,16.549,10.23,18.14,7.27242,12.031,15.5325
01/01/2020 12:30,11.16166815,1.9665,0,12.0550783,9.00082,9.5805,5.503829468,22.29802,16.169,6.25,9.16,27.1425,8.44,2.133,9.06623,6.59471,9.74491,16.9955,10.55,18.7,7.30824,12.241,15.9885
01/01/2020 13:00,11.2972632,2.128,0,12.24365325,9.24436,9.6925,5.514165516,22.65902,16.169,6.25,9.3,27.475,8.64,2.73,9.11886,6.64905,9.98089,17.138,10.62,18.82,7.2896,12.401,16.169
01/01/2020 13:30,11.69392955,2.204,0,12.18655229,9.20694,9.722,5.514165516,22.75535,16.4255,6.32,9.24,27.495,8.59,2.68,9.11886,6.63214,10.02136,17.4135,10.68,18.93,7.31844,12.401,16.644
01/01/2020 14:00,11.39506455,2.1185,0,12.00626974,9.19837,9.6545,5.57680296,22.83971,16.5205,6.28,9.33,27.3145,8.59,2.37,9.20664,6.66406,9.86537,17.2235,10.5,18.6,7.31962,12.401,16.321
01/01/2020 14:30,11.13200325,1.8905,0,11.85071661,9.12911,9.531,5.56202848,22.67897,16.3685,6.13,9.24,27.019,8.53,1.95,9.15743,6.66577,9.60412,17.309,10.31,18.28,7.28832,12.241,15.903
01/01/2020 15:00,11.5026774,1.824,0,11.84871861,9.16211,9.495,5.526266636,22.82318,16.473,6.11,9.24,27.0655,8.45,1.91,9.21614,6.59585,9.62255,17.2615,10.26,18.18,7.4588,12.24,15.7985
01/01/2020 15:30,11.5017585,1.824,0,11.8000832,9.2088,9.4845,5.55979972,22.89633,16.473,6.14,9.35,27.246,8.45,1.9,9.22222,6.63613,9.53458,17.347,10.4,18.42,7.48146,12.18,15.7985
01/01/2020 16:00,11.57846215,1.9475,0,11.89243857,9.34621,9.5425,5.514625912,23.2864,16.549,6.09,9.59,28.0915,8.45,2.17,9.64231,6.82423,9.65485,17.594,10.62,18.86,7.52646,12.29,16.2355
01/01/2020 16:30,12.3742193,2.337,0,12.43269214,9.64642,9.8455,5.418489446,24.09333,16.6345,6.17,9.99,29.564,8.63,2.57,9.84295,6.8932,10.18704,18.05,11.21,20.09,7.71106,12.61,17.1095
01/01/2020 17:00,13.18171645,1.957,0,13.42216933,10.12205,10.368,5.341552398,25.57305,17.1665,6.18,10.56,31.3975,8.84,2.8,10.20129,7.46263,10.70346,18.4205,12.05,21.58,8.29694,13.13,18.259
01/01/2020 17:30,13.6172335,1.9095,0,14.17821815,10.42591,10.7565,4.728887671,26.76948,17.8315,6.11,11.05,32.3665,8.7,2.76,10.53075,8.0066,11.08536,18.639,12.79,22.8,8.282,13.42,18.9145
01/01/2020 18:00,13.23027095,1.9,0,14.3277446,10.48757,10.804,4.162249752,27.07671,17.9265,6.03,11.19,32.566,8.58,2.02,10.74488,8.23612,11.03805,18.7435,12.7,22.78,8.40542,13.34,19.0285
01/01/2020 18:30,13.0167974,1.9475,0,14.02518103,10.48933,10.7775,3.987783695,27.09077,17.993,5.73,11.2,32.11,8.37,1.94,10.77034,8.29027,10.46786,18.1165,12.43,22.28,8.35882,13.12,18.3255
01/01/2020 19:00,12.99508325,1.8905,0,13.71029136,10.30493,10.4345,3.705938153,26.71495,17.7365,5.72,10.89,31.0365,8.14,1.954,10.53189,8.0769,10.10838,17.8885,12.09,21.68,8.4428,12.91,17.6985
01/01/2020 19:30,12.60184405,1.8905,0,13.49883546,10.05665,10.0175,3.593537088,25.77293,17.404,5.67,10.55,30.0865,8.02,2.112,10.44487,7.89735,10.09432,17.328,11.6,20.84,8.3858,12.6,17.1095
01/01/2020 20:00,12.54168055,1.8905,0,12.97941145,9.33819,9.9025,3.511815406,24.64338,16.853,5.58,10.22,29.0605,7.76,2.181,9.96398,7.45617,9.30886,17.024,11.09,19.97,8.236,12.36,16.4825
01/01/2020 20:30,11.9645052,2.1565,0,12.6171365,8.98963,9.532,3.355494201,23.89079,16.1785,5.51,9.92,28.0725,7.72,2.717,9.74491,7.24907,9.03583,16.549,10.59,19.1,8.097,12.06,15.9125
01/01/2020 21:00,11.67026265,2.0615,0,12.10441216,8.53603,9.058,3.175519677,23.1173,15.7225,5.42,9.52,26.752,7.54,3.201,9.36244,7.00872,8.82132,15.865,9.96,18.1,7.8218,11.75,15.0195
01/01/2020 21:30,11.2325758,1.482,0,11.59354428,8.09487,8.7435,3.07164878,22.14659,15.2665,5.36,9.12,25.9445,7.32,2.645,8.9604,6.65627,8.56748,15.314,9.53,17.33,7.7628,11.54,14.7155
01/01/2020 22:00,10.98022635,2.0045,0,10.95922637,7.53188,8.318,2.929209564,20.89563,14.7155,5.31,8.68,24.681,7.13,2.384,8.29483,6.24644,8.44664,14.7915,9,16.33,7.5356,11.34,13.794
01/01/2020 22:30,10.8594823,2.28,0,10.32159651,7.1331,7.8505,2.877240055,19.50046,13.8985,5.26,8.28,23.465,6.95,2.487,7.94504,5.98405,8.13751,14.2785,8.3,15.09,7.29334,10.92,12.806
01/01/2020 23:00,10.5413235,2.2135,0,9.551808267,6.59674,7.4905,2.839930173,17.77279,12.996,5.26,7.59,22.0685,6.64,3.448,7.27814,5.54895,7.8755,13.775,7.58,13.9,7.14226,10.45,11.7515
01/01/2020 23:30,10.30961565,2.2895,0,9.277821035,6.33719,7.2055,2.730358786,16.80341,12.5685,5.18,7.19,21.223,6.57,3.374,7.0224,5.25084,7.82002,13.281,7.12,13.05,6.90872,10.08,11.096
02/01/2020 00:00,9.9602066,2.0235,0,9.080676425,6.06241,7.195,2.574054529,16.20491,12.331,5.1,6.91,20.9475,6.48,2.988,6.54778,4.99662,8.01648,13.528,6.78,12.44,6.5299,9.8,10.849
02/01/2020 00:30,10.0571351,2.4415,0,10.13408593,6.21017,7.975,2.692410471,18.01029,13.072,5.14,7.84,22.572,6.84,3.552,7.25895,5.6012,8.76717,14.5825,7.22,13.25,6.7116,10.19,11.3715
02/01/2020 01:00,10.40616035,2.5935,0,9.738582088,6.14115,7.9325,2.703181575,17.96906,13.186,5.1,7.98,22.42,6.76,3.275,7.23064,5.65554,8.61194,14.6775,7.19,13.19,6.7954,10.1,11.153
02/01/2020 01:30,10.057631,2.793,0,9.265087335,5.78,7.6335,2.602778461,17.176,13.0625,5.16,7.56,21.6315,6.51,3.162,7.00644,5.48492,8.4664,14.1835,6.86,12.58,6.756,9.86,10.83
02/01/2020 02:00,10.01161395,2.546,0,8.857446124,5.63244,7.4605,2.527492456,16.7694,12.787,5.16,7.15,20.7005,6.37,2.63,6.68382,5.34527,8.33112,13.6895,6.55,12.02,6.6506,9.65,10.545
02/01/2020 02:30,9.8054991,2.2515,0,8.584086467,5.39949,7.3105,2.47082799,15.99933,12.54,5.14,6.82,20.045,6.35,2.279,6.43986,5.0198,8.13694,13.338,6.42,11.78,6.5174,9.56,10.241
02/01/2020 03:00,9.62553205,2.033,0,8.439387299,5.35496,7.2715,2.459776995,15.40615,12.3595,5.19,6.55,19.4275,6.27,2.491,6.29622,4.87787,7.85878,12.901,6.25,11.48,6.3898,9.56,9.9845
02/01/2020 03:30,9.49239525,1.7005,0,8.100457939,5.19633,7.0235,2.425691863,14.80974,12.0555,5.15,6.17,18.7625,6.23,2.445,5.99944,4.69737,6.95533,12.521,5.99,11.01,6.25156,9.26,9.8515
02/01/2020 04:00,9.5726731,1.9855,0,7.928003561,5.17482,6.8155,2.429008099,14.35279,11.818,6.14,5.86,18.1925,6.12,2.351,5.86796,4.4441,6.95457,12.3595,5.8,10.67,6.2326,9.19,9.5665
02/01/2020 04:30,9.4603622,2.1565,0,7.858124923,5.30516,6.577,2.42127548,13.98381,11.6755,6.12,5.64,17.879,6.12,2.322,5.70038,4.30559,6.45202,12.1885,5.57,10.25,6.2414,9.04,9.462
02/01/2020 05:00,9.444292,1.748,0,7.959051101,5.2541,6.545,2.559896927,13.7731,11.571,6.08,5.52,17.879,6.18,2.373,5.68062,4.26284,6.61295,12.2075,5.55,10.21,6.2274,9.08,9.481
02/01/2020 05:30,9.75275985,1.843,0,8.332163402,5.59003,6.7095,2.671110307,14.27318,11.8465,6.27,5.6,18.354,6.28,2.443,5.8273,4.41161,7.30664,12.5115,5.67,10.43,6.2154,9.34,9.8515
02/01/2020 06:00,10.0833912,1.615,0,8.676633152,5.86174,6.896,2.73213949,14.67921,12.1125,6.39,5.82,19,6.61,2.497,5.99336,4.5296,7.7957,13.015,5.97,10.97,6.2524,9.74,10.203
02/01/2020 06:30,11.0659515,2.546,0,9.735867544,6.35797,7.366,3.099564797,16.01909,12.92,6.54,6.31,21.071,7.1,3.163,6.50218,4.96375,8.4512,14.307,6.66,12.13,6.4248,10.69,11.039
02/01/2020 07:00,11.8276691,2.28,0.5225,10.91049589,7.08389,7.993,3.166828748,17.52465,13.737,6.81,6.82,22.724,7.75,2.944,7.08054,5.43647,8.97826,14.8105,7.3,13.22,6.7101,11.63,11.628
02/01/2020 07:30,12.4248239,2.4415,0.5225,11.98603293,7.86267,8.6115,3.621924361,18.84553,14.839,7.27,7.24,24.8045,8.4,3.677,7.53977,5.70323,9.32881,15.8365,7.89,14.09,6.77036,12.62,11.97
02/01/2020 08:00,13.45988785,2.3085,0.5225,13.28055933,8.31968,9.266,4.128092715,19.90326,15.656,7.57,7.81,26.638,8.88,4.4,8.16658,6.09843,9.86575,16.8625,8.49,15.14,7.21888,13.31,12.483
02/01/2020 08:30,13.9074657,2.565,0.5605,13.66016121,8.90611,9.704,4.453961239,21.84544,16.5015,7.97,8.43,28.3005,9.6,4.343,8.55893,6.36367,10.03713,18.0975,9.13,16.13,7.19622,14.01,13.224
02/01/2020 09:00,14.30747085,2.793,0.5605,14.17184862,9.29422,10.121,4.845508324,22.49239,17.366,8.03,8.87,29.2315,10.13,4.336,8.94748,6.422,10.65159,18.8765,9.67,17.42,7.18152,14.66,13.8415
02/01/2020 09:30,14.60640955,2.85,0.57,14.5732498,9.7565,10.38,5.346007779,23.20166,18.145,8.1,9.37,30.59,10.51,4.251,9.09568,6.56621,11.28847,19.684,10.22,18.36,7.2402,14.94,14.25
02/01/2020 10:00,15.08903125,2.4985,0.551,15.04833084,9.9907,10.506,5.647926474,23.64645,18.696,8.15,9.67,30.989,10.75,4.605,9.14356,6.62891,11.74487,20.064,10.61,18.91,7.31476,15.18,14.82
02/01/2020 10:30,14.8669815,2.755,0.5415,15.45086138,9.98171,10.3615,6.444290855,23.77603,19.114,8.22,9.85,31.7395,11.14,4.269,9.22735,6.65855,12.20165,20.2635,10.69,19.16,7.20014,15.8,14.63
02/01/2020 11:00,15.24696225,2.3465,0.5225,15.65287854,10.04894,10.5165,6.511726426,24.08478,19.3325,8.32,9.96,32.1195,11.25,4.225,9.34401,6.60174,12.37094,20.596,10.83,19.37,7.20676,14.991,14.44
02/01/2020 11:30,15.04163,2.0805,0.5225,15.91485245,10.17319,10.7425,6.511726426,24.3181,19.57,8.36,10.1,32.2905,11.3,5.04,9.38467,6.71042,12.41192,20.7955,11.13,19.84,7.18088,15.12,14.497
02/01/2020 12:00,15.4735159,1.957,0.532,16.00454231,10.38302,10.848,6.619552816,24.92781,19.8835,8.32,10.46,32.9555,11.27,5.392,9.68316,6.83316,12.60273,21.0805,11.26,20.07,7.23638,15.29,14.858
02/01/2020 12:30,15.18966495,2.2325,0.551,16.27133606,10.59321,10.6665,6.643755385,25.41573,20.0355,8.39,10.64,33.2595,11.43,4.83,9.79127,6.86565,12.82334,21.375,11.46,20.41,7.29022,15.33,15.5135
02/01/2020 13:00,14.93236175,1.9,0.5605,16.21454828,10.48581,10.7065,6.627870886,25.18431,20.0735,8.36,10.49,33.421,11.5,4.892,9.7888,6.8552,12.90742,21.5935,11.54,20.57,7.26098,15.33,15.9695
02/01/2020 13:30,15.05624165,2.204,0.589,16.14764767,10.54686,10.453,6.6128616,25.2339,20.1305,8.3,10.56,33.421,11.39,5.752,9.82509,6.93956,12.97715,21.66,11.57,20.61,7.34816,15.101,16.2735
02/01/2020 14:00,14.9472754,2.5365,0.57,16.08749424,10.59812,10.5655,6.574385261,25.10622,19.9975,8.26,10.59,33.0885,11.23,5.033,9.79393,7.02202,12.83728,21.394,11.38,20.29,7.38562,15.27,16.1215
02/01/2020 14:30,15.19202925,2.9355,0.532,15.9074,10.51216,10.4535,6.574385261,24.94339,19.836,8.26,10.52,33.1265,11.07,4.487,9.79203,6.97034,12.62134,21.3275,11.34,20.21,7.35176,15.42,16.093
02/01/2020 15:00,15.0184266,3.078,0.532,15.68790943,10.40311,10.404,6.574385261,24.90748,19.7125,8.26,10.48,33.345,10.95,4.439,9.68411,6.84741,12.57547,21.0995,11.29,20.11,7.56248,15.06,15.941
02/01/2020 15:30,15.07067965,3.116,0.5225,15.62320732,10.54392,10.291,6.607987947,24.98937,19.627,8.26,10.59,33.5635,10.86,4.458,9.73123,6.91562,12.46587,21.204,11.4,20.33,7.6549,14.91,16.207
02/01/2020 16:00,14.8241093,2.6505,0.5225,15.76396499,10.4939,10.1675,6.521624949,25.26677,19.4655,8.19,10.66,33.459,10.79,4.48,9.92636,7.0566,12.24786,21.1185,11.73,20.91,8.05118,14.95,16.7105
02/01/2020 16:30,15.2516355,2.033,0.5225,16.17815256,10.69471,9.966,6.410809439,26.17497,19.8835,8.16,10.98,34.5515,10.79,5.934,10.20376,7.41969,12.60537,21.6125,12.52,22.31,8.13914,15.16,17.6605
02/01/2020 17:00,15.29680215,1.937,0.5225,16.74120093,11.39006,10.675,6.398314563,27.85552,20.1875,8.16,11.43,35.9765,10.79,6.052,10.98105,8.11015,12.83942,21.926,13.54,24.17,8.28794,15.75,19.285
02/01/2020 17:30,15.17587855,2.483,0.5225,16.56390988,11.70015,10.9295,6.397810891,28.63604,20.4535,7.82,11.79,36.575,10.54,6.689,11.14236,8.39078,12.597,21.66,14.13,25.22,8.1936,16.07,20.387
02/01/2020 18:00,15.2244739,3.5485,0,16.34974689,11.6073,11.093,6.299890922,29.20015,20.2445,7.5,12.01,36.518,10.22,7.391,11.33502,8.71074,11.97849,21.489,14.28,25.43,8.4728,15.98,20.615
02/01/2020 18:30,14.9008868,2.264,0.5225,16.38500144,11.48084,10.9875,6.233191525,29.51498,20.3965,7.33,12.05,36.2805,9.88,7.892,11.39354,8.78788,11.4475,21.033,14.04,25,8.4226,15.76,20.1495
02/01/2020 19:00,14.54857075,2.182,0.5225,16.30754321,11.14409,10.8365,5.892200674,29.56951,20.2255,7.11,12.05,35.6535,9.66,6.233,11.40532,8.80916,11.16383,20.748,13.59,24.18,8.4304,15.45,19.323
02/01/2020 19:30,13.77519475,2.476,0.5225,15.81164387,10.65172,10.902,5.482851155,28.60526,19.6555,7.01,11.75,34.5325,9.38,7.898,11.09524,8.63151,10.73956,19.95,13.18,23.44,8.5248,14.92,18.696
02/01/2020 20:00,13.58105085,1.5715,0.5225,15.09640695,10.2531,10.731,5.310022154,27.35202,19.0095,6.89,11.35,33.1075,9.22,6.506,10.86857,8.24296,10.3968,19.399,12.52,22.32,8.3894,14.48,17.936
02/01/2020 20:30,13.21282135,2.3235,0.5225,14.3670426,9.844,10.333,4.502743843,26.12177,18.031,6.71,10.84,31.863,8.98,7.509,10.38122,7.80254,9.90717,18.487,11.86,21.2,8.3518,13.99,16.9385
02/01/2020 21:00,12.85481955,2.7805,0.5225,13.66880702,9.39156,9.952,3.932527239,25.06879,17.5085,6.63,10.34,30.115,8.69,7.657,9.81369,7.4936,9.55586,17.5275,11.27,20.19,8.2416,13.6,16.1405
02/01/2020 21:30,12.40192985,2.515,0.5225,12.94417061,8.87581,9.346,3.685116321,23.86457,16.7675,6.51,9.84,28.5,8.34,7.815,9.68221,7.15274,9.21139,16.834,10.63,19.11,8.0852,13.09,15.219
02/01/2020 22:00,11.8275475,2.684,0.5225,12.17853362,8.34157,8.9725,3.480239912,22.58473,15.77,6.43,9.32,26.9895,7.88,7.409,8.97351,6.80979,8.74646,16.1975,9.87,17.85,7.76126,12.61,14.2595
02/01/2020 22:30,11.3914747,2.59,0.5225,11.14357205,7.54832,8.2895,3.194573474,20.82894,14.7725,6.39,8.7,25.2225,7.44,7.329,8.26842,6.21129,8.42954,15.0765,9.1,16.54,7.39324,12.14,13.2335
02/01/2020 23:00,10.7818996,2.1785,0,10.29330632,6.9405,7.7965,2.963571624,19.24453,13.8985,6.3,8.16,23.6265,7.04,6.353,7.78696,5.89399,8.11129,14.402,8.31,15.11,7.1676,11.67,12.3595
02/01/2020 23:30,10.57728955,2.144,0,9.93280337,6.45439,7.444,2.860224639,17.51534,13.281,6.21,7.53,22.5245,6.81,5.064,7.26199,5.43552,7.93022,13.794,7.76,14.12,6.98266,11.17,11.4855
03/01/2020 00:00,10.30906465,1.7815,0,9.570846338,6.23106,7.29,2.72146991,16.90468,12.9105,6.17,7.3,22.23,6.73,4.353,6.96065,5.27592,8.23916,13.756,7.2,13.21,6.6906,10.96,11.077
03/01/2020 00:30,11.2975596,1.4535,0,10.46354952,6.38962,8.273,2.665692669,18.93046,13.585,6.16,8.19,23.541,6.97,4.195,7.46833,5.74959,8.92506,14.877,7.74,13.94,6.86506,11.28,11.4
03/01/2020 01:00,10.7135946,2.5365,0,10.09389706,6.18416,8.313,2.572773383,18.79081,13.566,6.17,8.22,23.4555,6.97,4.299,7.46795,5.75453,8.90891,14.839,7.71,13.86,6.84606,11.06,11.248
03/01/2020 01:30,10.60043155,3.961,0,9.640628976,5.9538,8.0555,2.444930938,17.97248,13.395,6.15,7.89,22.6765,6.76,5.68,7.21335,5.6259,8.62163,14.44,7.41,13.31,6.79366,10.73,10.9155
03/01/2020 02:00,10.39874465,3.599,0,9.224696187,5.72015,7.6935,2.359085104,17.13249,13.2905,6.21,7.41,21.508,6.61,6.209,6.95153,5.48492,8.49528,13.851,7.01,12.79,6.66206,10.49,10.393
03/01/2020 02:30,10.15525775,3.9375,0,9.047699009,5.60834,7.514,2.333693205,16.9404,12.9675,6.14,7.05,20.7005,6.52,7.252,6.76419,5.32038,8.24581,13.49,6.8,12.48,6.6128,10.19,10.108
03/01/2020 03:00,9.9941444,4.4795,0.5225,8.653480707,5.35993,7.418,2.268518315,16.0436,12.7395,6.19,6.7,19.8455,6.34,8.149,6.40699,5.09827,8.13751,12.9485,6.52,11.98,6.4718,10.14,9.709
03/01/2020 03:30,10.08350615,4.1825,0.5225,8.517954255,5.31591,7.192,2.307686072,15.27068,12.369,6.19,6.32,19.4275,6.24,7.022,6.16246,4.79199,7.93801,12.635,6.32,11.61,6.3314,10.14,9.4335
03/01/2020 04:00,9.9813213,4.033,0.5225,8.249586394,5.22279,6.9665,2.395882922,14.67085,11.9605,6.19,6.01,18.8575,6.06,6.326,5.91983,4.57843,7.39328,12.4165,6.08,11.19,6.2274,10.14,9.4145
03/01/2020 04:30,10.2214129,3.6905,0.5225,8.074093415,5.27644,6.7285,2.333221126,14.51144,11.818,6.19,5.9,18.3065,6.12,5.609,5.8729,4.46956,7.1478,12.141,5.87,10.8,6.2366,10.08,9.272
03/01/2020 05:00,9.9035163,4.616,0.5225,8.006522894,5.28309,6.814,2.235433452,14.2139,11.761,6.19,5.71,18.3065,6.22,5.979,5.83889,4.39945,6.99352,12.0175,5.87,10.58,6.1914,9.87,9.253
03/01/2020 05:30,10.53544395,4.113,0.5225,8.249763656,5.66315,7.0035,2.409127629,14.58516,11.9985,6.29,5.79,18.8955,6.28,5.197,5.8767,4.49464,7.37029,12.3405,6.05,10.88,6.2328,10.25,9.253
03/01/2020 06:00,11.13267475,3.99,0,8.687306823,5.93338,7.163,2.582101923,15.05408,12.16,6.55,5.95,19.399,6.55,5.958,6.03744,4.59325,7.8641,12.787,6.35,11.45,6.266,10.65,9.7945
03/01/2020 06:30,11.78903925,2.1665,0,10.01294667,6.41995,7.7405,3.031108226,16.21479,13.11,6.73,6.36,21.4415,7.09,4.276,6.57001,5.07737,8.58002,14.3925,7.04,12.63,6.4082,11.55,10.735
03/01/2020 07:00,12.41409365,1.5675,0.532,11.18111893,7.21567,8.2345,3.081573795,18.5136,13.908,7.03,7.09,23.161,7.59,4.075,7.16167,5.50145,9.09055,15.1145,7.58,13.52,6.74662,12.43,11.1055
03/01/2020 07:30,13.0724142,1.8525,0.532,12.32547126,8.03432,8.929,3.751600329,19.06783,14.877,7.57,7.41,25.099,8.11,4.313,7.67429,5.86682,9.48309,15.96,8.15,14.55,6.71098,12.93,12.0745
03/01/2020 08:00,13.7029292,2.0805,0.532,13.58470307,8.60616,9.6715,4.250297525,20.44685,15.9695,7.98,7.99,27.075,8.8,5.711,8.20534,6.32358,9.97728,16.8815,8.79,15.53,7.05426,13.73,12.8915
03/01/2020 08:30,14.7355742,2.6505,0.532,13.96806661,9.06684,9.765,4.613843523,22.05843,17.005,8.44,8.43,28.595,9.6,3.901,8.58287,6.59623,10.2353,18.2495,9.34,16.51,7.19538,14.14,13.566
03/01/2020 09:00,14.80840575,1.786,0.5605,14.43173919,9.44433,9.849,4.983693234,22.65997,17.955,8.62,8.85,29.7825,10.08,4.316,8.94558,6.75583,10.79713,19.1045,9.91,17.65,7.07538,14.46,14.003
03/01/2020 09:30,14.4312135,2.09,1.8335,14.92602056,9.93249,10.0735,5.479488187,23.59382,18.7245,8.86,9.35,31.103,10.49,3.977,9.10138,6.84798,11.63368,19.836,10.31,18.48,7.02018,14.641,14.345
03/01/2020 10:00,14.33867,1.672,1.1685,15.07575952,10.03469,10.0215,5.715413876,24.12487,19.1045,8.99,9.61,31.0175,10.66,3.717,9.36871,6.85824,12.04275,20.2255,10.54,18.9,7.04152,14.791,14.5635
03/01/2020 10:30,14.3589428,1.843,1.178,15.520561,10.15644,9.642,6.302627632,24.35534,19.4845,9.04,9.72,31.597,11.01,3.765,9.3404,6.83126,12.50977,20.7765,10.6,19.02,6.88604,15.191,14.801
