datetime,temperature,solar_irradiance,windspeed_north,windspeed_east,pressure,spec_humidity
2019-01-01 00:00:00,8.334405517578148,0.0,-1.8050568,2.2255607,102452.06,0.00608496
2019-01-01 01:00:00,8.347680664062523,0.0,-1.9030714,2.200485,102457.54,0.006060177
2019-01-01 02:00:00,8.270989990234398,0.0,-1.9815564,2.0160236,102481.12,0.006015212
2019-01-01 03:00:00,8.050286865234398,0.0,-2.0159965,1.7171953,102486.695,0.0059618764
2019-01-01 04:00:00,7.739648437500023,0.0,-2.0298364,1.4044877,102483.14,0.005896994
2019-01-01 05:00:00,7.442102050781273,0.0,-2.011923,1.1808065,102480.74,0.0058671176
2019-01-01 06:00:00,7.310479736328148,0.0,-1.9965618,1.0825336,102502.26,0.0058336575
2019-01-01 07:00:00,7.242669677734398,0.0,-1.9726686,1.0780865,102528.65,0.005791223
2019-01-01 08:00:00,7.190789794921898,9.2578125,-1.9709265,1.1311557,102551.69,0.005776417
2019-01-01 09:00:00,7.438745117187523,60.6875,-2.1877198,1.3216095,102556.04,0.005916643
2019-01-01 10:00:00,8.157159423828148,105.6875,-2.475555,1.5864044,102559.914,0.006014211
2019-01-01 11:00:00,8.468957519531273,128.0,-2.6988308,1.6195374,102541.266,0.0059938356
2019-01-01 12:00:00,8.610864257812523,136.125,-2.8183312,1.571857,102506.62,0.006025672
2019-01-01 13:00:00,8.727655029296898,123.3125,-2.9041078,1.4579505,102474.01,0.0060750083
2019-01-01 14:00:00,8.791253662109398,78.71875,-2.7751462,1.3104094,102478.95,0.006147372
2019-01-01 15:00:00,8.665704345703148,20.835938,-2.5964184,1.2387971,102503.84,0.0062257973
2019-01-01 16:00:00,8.498620605468773,0.29577637,-2.6562717,1.2083851,102542.51,0.0062411577
2019-01-01 17:00:00,8.420098876953148,0.0,-2.8028865,1.1587006,102586.87,0.006315643
2019-01-01 18:00:00,8.536035156250023,0.0,-2.853143,0.96584076,102633.12,0.0064096404
2019-01-01 19:00:00,8.706719970703148,0.0,-2.7808518,0.5772425,102662.88,0.006494344
2019-01-01 20:00:00,8.794091796875023,0.0,-2.6466813,0.052529603,102688.25,0.0065421527
2019-01-01 21:00:00,8.833245849609398,0.0,-2.3147566,-0.55537784,102709.28,0.006426001
2019-01-01 22:00:00,8.215539550781273,0.0,-2.1352293,-1.4071271,102727.055,0.0063039134
2019-01-01 23:00:00,7.943444824218773,0.0,-1.8261061,-2.2604733,102767.89,0.006058568
2019-01-02 00:00:00,7.359246826171898,0.0,-1.4005337,-2.819697,102807.71,0.005739242
2019-01-02 01:00:00,6.788720703125023,0.0,-1.0674772,-3.0594728,102860.2,0.0054835672
2019-01-02 02:00:00,6.261193847656273,0.0,-0.9054584,-3.1541624,102920.81,0.005272904
2019-01-02 03:00:00,5.746514892578148,0.0,-0.8825928,-3.3909082,102951.875,0.0051138545
2019-01-02 04:00:00,5.260339355468773,0.0,-0.88048756,-3.6635804,102961.08,0.0050284644
2019-01-02 05:00:00,5.058465576171898,0.0,-0.72032267,-3.7950027,102967.234,0.0048806854
2019-01-02 06:00:00,4.714501953125023,0.0,-0.54889274,-3.659483,102990.34,0.0046913037
2019-01-02 07:00:00,4.191644287109398,0.0,-0.4174813,-3.549951,103025.35,0.0045328788
2019-01-02 08:00:00,3.8741699218750227,13.4296875,-0.32915393,-3.410088,103091.22,0.0044150986
2019-01-02 09:00:00,4.024377441406273,83.84375,-0.2590446,-3.4933841,103145.8,0.004504488
2019-01-02 10:00:00,4.848016357421898,165.9375,-0.13508284,-3.7736144,103189.81,0.00452146
2019-01-02 11:00:00,5.380364990234398,230.375,0.0245637,-3.7518754,103183.21,0.004446951
2019-01-02 12:00:00,5.663720703125023,251.6875,0.08055583,-3.550254,103146.266,0.0043816473
2019-01-02 13:00:00,5.752832031250023,222.25,0.030316368,-3.3025918,103089.945,0.0043411404
2019-01-02 14:00:00,5.626184082031273,147.75,-0.0611329,-2.93542,103067.6,0.004361834
2019-01-02 15:00:00,5.193994140625023,53.109375,-0.12942758,-2.3788526,103071.81,0.0043139914
2019-01-02 16:00:00,3.7949157714843977,0.85668945,-0.13989636,-2.3404355,103090.22,0.0040431297
2019-01-02 17:00:00,3.0324340820312727,0.0,-0.08990568,-2.399998,103101.61,0.0039897
2019-01-02 18:00:00,2.8657775878906477,0.0,0.010260031,-2.393455,103115.02,0.003964916
2019-01-02 19:00:00,2.7999206542968977,0.0,0.1442322,-2.3043683,103124.234,0.003951637
2019-01-02 20:00:00,2.7912231445312727,0.0,0.30886018,-2.1660786,103121.76,0.003934577
2019-01-02 21:00:00,2.7758117675781477,0.0,0.4368956,-2.0197568,103088.43,0.0038975722
2019-01-02 22:00:00,2.7301269531250227,0.0,0.48864478,-1.8760395,103045.06,0.00385797
2019-01-02 23:00:00,2.8283020019531477,0.0,0.43319637,-1.6956818,103031.016,0.0038591165
2019-01-03 00:00:00,3.1815124511718977,0.0,0.23476882,-1.6140988,103023.39,0.0038642
2019-01-03 01:00:00,3.2599731445312727,0.0,0.14154653,-1.631439,103016.99,0.0038961773
