t,Avonmouth Docks,Avonmouth Primary,Bedminster,Bishopsworth,Bower Ashton,Broadweir Primary,Cairns Road,Clifton,Cotham Primary,Eastville,Feeder Rd 11kv,Feeder Road B,Filton DC,Kingsweston,Lockleaze,St Pauls Bsp 11kv,Stoke Bishop,Whitchurch,Woodland Way,Iron Acton,Seabank
2020-01-01 00:00:00,-1.691,-9.58900075,-9.436644003,-6.24431,-1.90775,-2.703723257,-17.15757,-13.1005,-5.08,-7.41,-22.3535,-7.14,-7.55631,-2.649,-7.02772,-22.64895,-5.3637,-8.021325,-13.8515,0,0
2020-01-01 01:00:00,-1.7005,-9.6549583,-10.2327637,-6.28932,-2.074,-2.650770921,-18.94072,-14.3735,-5.12,-8.22,-23.712,-7.32,-7.62183,-2.705,-7.51621,-24.76612,-5.84744,-7.959575,-14.469,0,0
2020-01-01 02:00:00,-1.368,-9.16826665,-9.483913476,-5.89856,-1.99775,-2.652260217,-17.60711,-13.813,-5.16,-7.55,-21.4985,-7.04,-7.41591,-2.51,-7.13792,-23.47621,-5.5993,-7.206225,-13.1755,0,0
2020-01-01 03:00:00,-1.045,-8.56554675,-8.891001163,-5.42187,-1.8745,-2.444492755,-16.35501,-12.977,-5.16,-6.63,-19.817,-6.64,-7.1262,-2.056,-6.54816,-21.80497,-5.28238,-6.58255,-11.9145,0,0
2020-01-01 04:00:00,-1.102,-8.60890665,-8.269881682,-5.38322,-1.756,-2.387671477,-14.90417,-12.369,-5.16,-6.04,-18.3065,-6.39,-6.89229,-1.75,-6.00476,-20.73527,-4.72435,-6.36025,-10.829,0,0
2020-01-01 05:00:00,-1.558,-8.54164665,-8.060974797,-5.37827,-1.711125,-2.352085038,-14.50194,-12.122,-5.18,-5.73,-17.936,-6.39,-6.80139,-1.76,-5.87195,-19.94753,-4.57957,-6.23675,-10.348,0,0
2020-01-01 06:00:00,-1.5865,-8.69198795,-8.204726633,-5.712,-1.7415,-2.58010188,-14.49871,-11.9985,-5.44,-5.71,-17.86,-6.35,-6.92055,-1.81,-5.86511,-20.20878,-4.5638,-6.255275,-10.3805,0,0
2020-01-01 07:00:00,-1.1685,-9.05389805,-8.844877814,-5.88483,-1.767625,-2.929457204,-14.95642,-12.1695,-5.66,-5.71,-18.6295,-6.53,-7.206093,-2.03,-6.01901,-21.33947,-4.60636,-6.73075,-10.92,0,0
2020-01-01 08:00:00,-1.1685,-9.17116985,-8.84298395,-7.03395,-1.77,-3.168436844,-15.6978,-12.2455,-5.96,-5.82,-18.677,-7.03,-7.476732,-1.96,-6.89453,-21.54847,-5.36427,-6.786325,-11.284,0,0
2020-01-01 09:00:00,-2.0615,-9.2871003,-8.86145493,-7.15438,-1.839375,-3.502408214,-16.51043,-12.5495,-6.14,-6.1,-20.0165,-7.25,-7.590105,-2.47,-7.18618,-21.85095,-5.61659,-7.243275,-12.8505,0,0
2020-01-01 10:00:00,-1.843,-9.9372078,-9.946596083,-7.82087,-2.053125,-3.959311846,-19.52383,-13.718,-6.2,-7.03,-22.3535,-7.65,-8.119449,-1.88,-7.8185,-23.50091,-6.05283,-8.31155,-14.95,0,0
2020-01-01 11:00:00,-1.9,-10.624314,-11.0014163,-7.85502,-2.271125,-4.801776916,-20.36211,-14.839,-6.23,-7.96,-24.7095,-8.07,-8.559432,-1.95,-8.04878,-25.35892,-6.00989,-9.32425,-16.8285,0,0
2020-01-01 12:00:00,-1.824,-11.13973,-11.74670533,-8.66503,-2.321,-5.503829468,-21.29558,-15.7795,-6.25,-8.71,-26.5725,-8.27,-8.686539,-1.95,-8.76907,-26.0737,-6.38362,-10.096125,-18.4405,0,0
2020-01-01 13:00:00,-2.128,-11.2972632,-12.18655229,-9.20694,-2.423125,-5.514165516,-22.65902,-16.169,-6.25,-9.24,-27.475,-8.59,-8.86077,-2.68,-9.11886,-27.11889,-6.63214,-10.50985,-19.136,0,0
2020-01-01 14:00:00,-1.8905,-11.13200325,-11.85071661,-9.12911,-2.38275,-5.56202848,-22.67897,-16.3685,-6.13,-9.24,-27.019,-8.53,-8.788194,-1.95,-9.15743,-26.91312,-6.66406,-10.33695,-18.5835,0,0
2020-01-01 15:00:00,-1.824,-11.5017585,-11.8000832,-9.16211,-2.371125,-5.526266636,-22.82318,-16.473,-6.11,-9.24,-27.0655,-8.45,-8.847657,-1.9,-9.21614,-26.88158,-6.59585,-10.269025,-18.486,0,0
2020-01-01 16:00:00,-1.9475,-11.57846215,-11.89243857,-9.34621,-2.385625,-5.418489446,-23.2864,-16.549,-6.09,-9.59,-28.0915,-8.45,-8.917407,-2.17,-9.64231,-27.24885,-6.82423,-10.553075,-19.162,0,0
2020-01-01 17:00:00,-1.9095,-13.18171645,-13.42216933,-10.12205,-2.592,-4.728887671,-25.57305,-17.1665,-6.11,-10.56,-31.3975,-8.7,-9.642123,-2.76,-10.20129,-29.12396,-7.46263,-11.86835,-21.8595,0,0
2020-01-01 18:00:00,-1.9,-13.0167974,-14.02518103,-10.48757,-2.694375,-3.987783695,-27.07671,-17.9265,-5.73,-11.19,-32.11,-8.37,-9.665469,-1.94,-10.74488,-28.58436,-8.23612,-11.911575,-22.5615,0,0
2020-01-01 19:00:00,-1.8905,-12.60184405,-13.49883546,-10.05665,-2.504375,-3.593537088,-25.77293,-17.404,-5.67,-10.55,-30.0865,-8.02,-9.44361,-1.954,-10.44487,-27.42232,-7.89735,-11.121175,-21.086,0,0
2020-01-01 20:00:00,-1.8905,-11.9645052,-12.6171365,-8.98963,-2.383,-3.355494201,-23.89079,-16.1785,-5.51,-9.92,-28.0725,-7.72,-9.07065,-2.181,-9.74491,-25.58483,-7.24907,-10.343125,-19.2985,0,0
2020-01-01 21:00:00,-1.482,-11.2325758,-11.59354428,-8.09487,-2.185875,-3.07164878,-22.14659,-15.2665,-5.36,-9.12,-25.9445,-7.32,-8.68626,-2.645,-8.9604,-23.88148,-6.65627,-9.565075,-17.459,0,0
2020-01-01 22:00:00,-2.0045,-10.8594823,-10.32159651,-7.1331,-1.962625,-2.877240055,-19.50046,-13.8985,-5.26,-8.28,-23.465,-6.95,-8.196003,-2.384,-7.94504,-22.41601,-5.98405,-8.3239,-15.2035,0,0
2020-01-01 23:00:00,-2.2135,-10.30961565,-9.277821035,-6.33719,-1.801375,-2.730358786,-16.80341,-12.5685,-5.18,-7.19,-21.223,-6.57,-7.644924,-3.374,-7.0224,-21.10102,-5.25084,-7.2124,-13.1105,0,0
2020-01-02 00:00:00,-2.0235,-9.9602066,-9.080676425,-6.06241,-1.79875,-2.574054529,-16.20491,-12.331,-5.1,-6.91,-20.9475,-6.48,-7.348455,-2.988,-6.54778,-21.54448,-4.99662,-7.05185,-12.493,0,0
2020-01-02 01:00:00,-2.5935,-10.057631,-9.265087335,-5.78,-1.908375,-2.602778461,-17.176,-13.0625,-5.1,-7.56,-21.6315,-6.51,-7.4772,-3.162,-7.00644,-22.6499,-5.48492,-7.0395,-12.636,0,0
2020-01-02 02:00:00,-2.2515,-9.8054991,-8.584086467,-5.39949,-1.827625,-2.47082799,-15.99933,-12.54,-5.14,-6.82,-20.045,-6.35,-7.23483,-2.279,-6.43986,-21.47494,-5.0198,-6.65665,-11.83,0,0
2020-01-02 03:00:00,-1.7005,-9.49239525,-8.100457939,-5.19633,-1.755875,-2.425691863,-14.80974,-12.0555,-5.15,-6.17,-18.7625,-6.23,-6.980202,-2.445,-5.99944,-19.47633,-4.69737,-6.403475,-11.05,0,0
2020-01-02 04:00:00,-1.9855,-9.4603622,-7.858124923,-5.17482,-1.64425,-2.42127548,-13.98381,-11.6755,-6.12,-5.64,-17.879,-6.12,-6.87663,-2.322,-5.70038,-18.64052,-4.30559,-6.1503,-10.283,0,0
2020-01-02 05:00:00,-1.748,-9.444292,-7.959051101,-5.2541,-1.63625,-2.559896927,-13.7731,-11.571,-6.08,-5.52,-17.879,-6.18,-6.88833,-2.373,-5.68062,-18.82045,-4.26284,-6.16265,-10.244,0,0
2020-01-02 06:00:00,-1.615,-10.0833912,-8.676633152,-5.86174,-1.724,-2.73213949,-14.67921,-12.1125,-6.39,-5.82,-19,-6.61,-7.19658,-2.497,-5.99336,-20.8107,-4.5296,-6.63195,-11.011,0,0
2020-01-02 07:00:00,-2.8025,-11.8276691,-10.91049589,-7.08389,-1.99825,-3.166828748,-17.52465,-13.737,-6.81,-6.82,-22.724,-7.75,-8.253045,-2.944,-7.08054,-23.78876,-5.43647,-7.5582,-13.338,0,0
2020-01-02 08:00:00,-2.831,-13.45988785,-13.28055933,-8.31968,-2.3165,-4.128092715,-19.90326,-15.656,-7.57,-7.81,-26.638,-8.88,-9.237996,-4.343,-8.16658,-26.72825,-6.09843,-8.11395,-15.3595,0,0
2020-01-02 09:00:00,-3.3535,-14.30747085,-14.17184862,-9.29422,-2.53025,-4.845508324,-22.49239,-17.366,-8.03,-8.87,-29.2315,-10.13,-9.828684,-4.251,-8.94748,-29.52809,-6.422,-8.996975,-17.6085,0,0
2020-01-02 10:00:00,-3.0495,-14.8669815,-15.04833084,-9.98171,-2.590375,-5.647926474,-23.64645,-18.696,-8.15,-9.67,-30.989,-10.75,-10.122642,-4.269,-9.14356,-31.80887,-6.62891,-9.5095,-19.188,0,0
2020-01-02 11:00:00,-2.603,-15.04163,-15.65287854,-10.04894,-2.629125,-6.511726426,-24.08478,-19.3325,-8.32,-9.96,-32.1195,-11.25,-9.988992,-4.225,-9.34401,-32.96694,-6.60174,-9.386,-19.63,0,0
2020-01-02 12:00:00,-2.489,-15.18966495,-16.00454231,-10.38302,-2.666625,-6.619552816,-24.92781,-19.8835,-8.32,-10.46,-32.9555,-11.27,-10.136871,-4.83,-9.68316,-33.68323,-6.83316,-9.6577,-20.3645,0,0
2020-01-02 13:00:00,-2.4605,-14.93236175,-16.14764767,-10.48581,-2.61325,-6.6128616,-25.18431,-20.0735,-8.3,-10.49,-33.421,-11.39,-10.102122,-4.892,-9.7888,-34.50092,-6.8552,-10.380175,-20.8715,0,0
2020-01-02 14:00:00,-3.1065,-14.9472754,-15.9074,-10.51216,-2.613375,-6.574385261,-24.94339,-19.836,-8.26,-10.52,-33.0885,-11.07,-10.195029,-4.487,-9.79203,-33.94884,-6.97034,-10.46045,-20.5075,0,0
2020-01-02 15:00:00,-3.61,-15.0184266,-15.62320732,-10.40311,-2.57275,-6.574385261,-24.90748,-19.627,-8.26,-10.48,-33.345,-10.86,-10.154205,-4.439,-9.68411,-33.66987,-6.84741,-10.36165,-20.41,0,0
2020-01-02 16:00:00,-2.5555,-14.8241093,-15.76396499,-10.4939,-2.4915,-6.410809439,-25.26677,-19.4655,-8.16,-10.66,-33.459,-10.79,-10.350531,-4.48,-9.92636,-33.36636,-7.0566,-10.861825,-21.216,0,0
2020-01-02 17:00:00,-2.4595,-15.17587855,-16.56390988,-11.39006,-2.66875,-6.397810891,-27.85552,-20.1875,-7.82,-11.43,-35.9765,-10.54,-10.817073,-6.052,-10.98105,-34.257,-8.11015,-12.53525,-24.5115,0,0
2020-01-02 18:00:00,-2.7865,-14.9008868,-16.34974689,-11.48084,-2.746875,-6.233191525,-29.20015,-20.2445,-7.33,-12.01,-36.2805,-9.88,-10.88217,-7.391,-11.33502,-32.4805,-8.71074,-13.097175,-25.376,0,0
2020-01-02 19:00:00,-2.7045,-13.77519475,-15.81164387,-10.65172,-2.709125,-5.482851155,-28.60526,-19.6555,-7.01,-11.75,-34.5325,-9.38,-10.55016,-6.233,-11.09524,-30.68956,-8.63151,-12.1524,-23.803,0,0
2020-01-02 20:00:00,-2.094,-13.21282135,-14.3670426,-9.844,-2.58325,-4.502743843,-26.12177,-18.031,-6.71,-10.84,-31.863,-8.98,-10.05381,-6.506,-10.38122,-28.39417,-7.80254,-11.010025,-21.489,0,0
2020-01-02 21:00:00,-3.0375,-12.40192985,-12.94417061,-8.87581,-2.3365,-3.685116321,-23.86457,-16.7675,-6.51,-9.84,-28.5,-8.34,-9.52884,-7.657,-9.68221,-26.04539,-7.15274,-9.89235,-19.331,0,0
2020-01-02 22:00:00,-3.1125,-11.3914747,-11.14357205,-7.54832,-2.072375,-3.194573474,-20.82894,-14.7725,-6.39,-8.7,-25.2225,-7.44,-8.789958,-7.329,-8.26842,-23.50604,-6.21129,-8.601775,-16.666,0,0
2020-01-02 23:00:00,-2.144,-10.57728955,-9.93280337,-6.45439,-1.861,-2.860224639,-17.51534,-13.281,-6.21,-7.53,-22.5245,-6.81,-8.168697,-5.064,-7.26199,-21.72422,-5.43552,-7.465575,-14.222,0,0
2020-01-03 00:00:00,-1.4535,-10.30906465,-9.570846338,-6.23106,-1.8225,-2.665692669,-16.90468,-12.9105,-6.16,-7.3,-22.23,-6.73,-7.94277,-4.195,-6.96065,-21.99516,-5.27592,-7.20005,-13.2665,0,0
2020-01-03 01:00:00,-2.5365,-10.60043155,-9.640628976,-5.9538,-2.013875,-2.444930938,-17.97248,-13.395,-6.15,-7.89,-22.6765,-6.76,-7.885647,-4.299,-7.21335,-23.06163,-5.6259,-7.095075,-13.468,0,0
2020-01-03 02:00:00,-3.599,-10.15525775,-9.047699009,-5.60834,-1.8785,-2.333693205,-16.9404,-12.9675,-6.14,-7.05,-20.7005,-6.52,-7.56126,-6.209,-6.76419,-21.73581,-5.32038,-6.5702,-12.532,0,0
2020-01-03 03:00:00,-4.705,-9.9941444,-8.517954255,-5.31591,-1.798,-2.268518315,-15.27068,-12.369,-6.19,-6.32,-19.4275,-6.24,-7.41213,-7.022,-6.16246,-20.57301,-4.79199,-6.131775,-11.6545,0,0
2020-01-03 04:00:00,-4.213,-9.9813213,-8.074093415,-5.22279,-1.682125,-2.333221126,-14.51144,-11.818,-6.19,-5.9,-18.3065,-6.06,-7.34247,-5.609,-5.8729,-19.2888,-4.46956,-6.0268,-10.8355,0,0
2020-01-03 05:00:00,-4.6355,-9.9035163,-8.006522894,-5.28309,-1.7035,-2.235433452,-14.2139,-11.761,-6.19,-5.71,-18.3065,-6.22,-7.22763,-5.197,-5.83889,-19.01102,-4.39945,-6.01445,-10.6925,0,0
2020-01-03 06:00:00,-2.1665,-11.13267475,-8.687306823,-5.93338,-1.79075,-2.582101923,-15.05408,-12.16,-6.55,-5.95,-19.399,-6.55,-7.6122,-4.276,-6.03744,-20.6511,-4.59325,-6.366425,-11.57,0,0
2020-01-03 07:00:00,-2.0995,-12.41409365,-11.18111893,-7.21567,-2.058625,-3.081573795,-18.5136,-13.908,-7.03,-7.09,-23.161,-7.59,-8.629479,-4.075,-7.16167,-24.20505,-5.50145,-7.218575,-13.715,0,0
2020-01-03 08:00:00,-2.6125,-13.7029292,-13.58470307,-8.60616,-2.417875,-4.250297525,-20.44685,-15.9695,-7.98,-7.99,-27.075,-8.8,-9.352917,-3.901,-8.20534,-26.85878,-6.32358,-8.379475,-15.808,0,0
2020-01-03 09:00:00,-2.3465,-14.4312135,-14.43173919,-9.44433,-2.46225,-4.983693234,-22.65997,-17.955,-8.62,-8.85,-29.7825,-10.08,-9.690921,-3.977,-8.94558,-29.90163,-6.75583,-9.10195,-17.914,0,0
2020-01-03 10:00:00,-2.8405,-14.33867,-15.07575952,-10.03469,-2.4105,-5.715413876,-24.12487,-19.1045,-8.99,-9.61,-31.0175,-10.66,-9.824634,-3.717,-9.3404,-32.26825,-6.83126,-9.466275,-19.136,0,0
2020-01-03 11:00:00,-2.736,-14.03201795,-15.54251802,-10.09264,-2.465375,-6.363100982,-24.5404,-19.8265,-8.98,-9.8,-31.3595,-11.09,-9.94275,-3.952,-9.5703,-33.62044,-6.82461,-9.590425,-19.487,0,0
2020-01-03 12:00:00,-2.451,-14.19202615,-15.642378,-10.2001,-2.460375,-6.442666304,-24.63046,-20.292,-8.98,-9.84,-31.7025,-11.19,-9.9081,-4.05,-9.61343,-34.02492,-6.8571,-9.82475,-19.487,0,0
2020-01-03 13:00:00,-4.237,-13.90309465,-14.96219316,-10.13498,-2.3155,-6.660383134,-24.74104,-20.3775,-8.63,-9.94,-31.484,-11.2,-9.783432,-3.795,-9.79545,-33.97003,-6.93177,-9.680125,-19.812,0,0
2020-01-03 14:00:00,-4.978,-13.45405515,-14.15002433,-10.01173,-2.36325,-6.709098275,-24.0559,-19.817,-7.69,-9.48,-30.401,-10.94,-9.749952,-3.988,-9.71926,-32.63225,-6.94659,-9.46855,-18.98,0,0
2020-01-03 15:00:00,-5.1585,-13.7245512,-14.22507965,-10.04179,-2.379375,-6.55925306,-23.72207,-19.513,-7.54,-9.38,-30.324,-10.72,-9.560502,-4.338,-9.6919,-32.36448,-6.90954,-9.6239,-18.8175,0,0
2020-01-03 16:00:00,-5.4245,-14.22020895,-14.43453903,-10.05798,-2.38675,-6.514369674,-23.84481,-19.38,-7.33,-9.52,-30.7515,-10.58,-9.740916,-3.602,-9.86632,-32.3071,-6.91201,-10.11465,-19.7015,0,0
2020-01-03 17:00:00,-2.66,-14.9455472,-15.88993561,-10.94113,-2.58625,-6.574372755,-27.3429,-20.387,-6.95,-11.08,-34.276,-10.85,-10.307385,-3.842,-10.79162,-34.64194,-8.10464,-12.2512,-23.4195,0,0
2020-01-03 18:00:00,-2.1765,-14.5979384,-15.90088651,-11.26609,-2.740625,-6.42457312,-29.02326,-20.558,-6.29,-11.75,-35.1405,-10.06,-10.341288,-4.418,-11.19822,-32.65606,-8.80574,-12.83165,-24.804,0,0
2020-01-03 19:00:00,-2.4035,-13.58686385,-15.38902,-10.59546,-2.717625,-5.732018917,-28.23495,-19.6365,-5.94,-11.45,-33.5445,-9.59,-10.38105,-3.966,-11.00328,-31.01596,-8.68338,-11.8807,-23.322,0,0
2020-01-03 20:00:00,-2.1755,-12.7801552,-13.99230476,-9.68742,-2.53925,-4.684351969,-25.92873,-18.392,-5.6,-10.64,-31.103,-9.09,-9.76473,-4.169,-10.36051,-28.83345,-7.828,-10.9915,-21.2615,0,0
2020-01-03 21:00:00,-2.242,-11.8766254,-12.85618139,-8.73122,-2.30675,-3.708098791,-23.91036,-17.043,-5.34,-9.74,-28.234,-8.42,-9.54396,-3.448,-9.5912,-26.74801,-7.25287,-9.910875,-19.149,0,0
2020-01-03 22:00:00,-1.938,-11.17651285,-11.21057856,-7.78355,-2.136,-3.256449404,-21.0843,-15.3045,-5.19,-8.81,-25.194,-7.8,-8.87121,-3.355,-8.57033,-24.47143,-6.48812,-8.811725,-16.991,0,0
2020-01-03 23:00:00,-1.824,-10.3361526,-10.14786806,-6.69887,-1.919375,-2.977042416,-18.40853,-13.8605,-5.05,-7.78,-22.857,-7.32,-8.297496,-3.146,-7.5639,-22.84712,-5.74693,-7.761975,-14.7485,0,0
2020-01-04 00:00:00,-1.926,-10.0983277,-9.764795253,-6.5381,-1.87975,-2.853876006,-17.46765,-13.452,-4.96,-7.45,-22.515,-7.08,-7.95438,-3.32,-7.14362,-23.10818,-5.5195,-7.5335,-13.8905,0,0
2020-01-04 01:00:00,-1.289,-10.3631972,-9.933158929,-6.05204,-2.018875,-2.575410872,-18.27686,-13.9935,-4.96,-7.91,-22.838,-7.04,-7.97166,-4.001,-7.31481,-24.09029,-5.76859,-7.24945,-13.9425,0,0
2020-01-04 02:00:00,-2.641,-10.15823755,-9.132234736,-5.68744,-1.901875,-2.477282919,-17.2615,-13.2905,-4.96,-7.23,-20.976,-6.73,-7.705251,-3.474,-6.90764,-22.63147,-5.44901,-6.90365,-13.065,0,0
2020-01-04 03:00:00,-1.7385,-9.5781134,-8.67307668,-5.38425,-1.827625,-2.35596879,-15.97368,-12.787,-4.92,-6.5,-19.5605,-6.41,-7.50627,-2.464,-6.38039,-21.56424,-5.09029,-6.422,-12.1095,0,0
2020-01-04 04:00:00,-1.254,-9.0739864,-8.18500516,-5.2548,-1.711125,-2.191579129,-14.57186,-12.179,-4.87,-5.83,-18.3825,-6.13,-7.20999,-3.535,-5.93237,-19.79686,-4.67419,-6.032975,-11.1475,0,0
2020-01-04 05:00:00,-1.5865,-9.0765628,-8.015898659,-5.251,-1.679,-2.222990736,-14.21751,-11.7705,-4.92,-5.57,-18.0405,-6.07,-7.17201,-3.878,-5.83224,-19.25194,-4.49426,-6.045325,-10.7965,0,0
2020-01-04 06:00:00,-1.275,-9.35348875,-8.087389624,-5.35901,-1.73625,-2.459347204,-14.49472,-11.7515,-5.11,-5.8,-18.202,-6.07,-7.27623,-4.223,-5.94377,-19.43624,-4.52181,-6.193525,-11.063,0,0
2020-01-04 07:00:00,-3.58,-10.00756945,-9.238108236,-6.0522,-1.947625,-2.645132135,-15.86405,-12.673,-5.36,-6.4,-19.8265,-6.6,-7.702038,-4.374,-6.43549,-21.12648,-4.98484,-6.7678,-12.077,0,0
2020-01-04 08:00:00,-2.9395,-10.5909825,-10.47036842,-7.34169,-2.076125,-3.199546512,-18.06501,-13.528,-5.64,-6.73,-21.679,-7.04,-8.304111,-5.195,-7.35186,-22.06603,-6.06138,-7.6323,-13.5525,0,0
2020-01-04 09:00:00,-1.691,-10.9143157,-11.8457907,-7.75531,-2.273,-3.763102671,-19.9728,-14.63,-5.76,-7.73,-24.396,-7.48,-8.698716,-3.815,-7.96898,-24.04583,-6.22801,-8.6203,-16.198,0,0
2020-01-04 10:00:00,-1.168,-11.8554087,-13.33639461,-8.91969,-2.360625,-4.631817248,-22.28662,-16.2735,-5.66,-8.83,-27.208,-8.2,-8.95959,-3.042,-9.01417,-26.33438,-6.59756,-9.5095,-18.4535,0,0
2020-01-04 11:00:00,-1.272,-12.3236094,-14.01042428,-9.59654,-2.427375,-5.50062973,-23.66032,-17.518,-5.76,-9.45,-28.2815,-8.77,-9.302553,-3.888,-9.39132,-27.61099,-6.78585,-9.886175,-19.435,0,0
2020-01-04 12:00:00,-2.171,-12.38205735,-13.84284828,-9.77487,-2.470375,-5.52556765,-23.8412,-18.259,-5.73,-9.58,-28.8895,-8.98,-9.443439,-4.336,-9.60583,-28.09017,-6.81891,-10.030475,-19.6755,0,0
2020-01-04 13:00:00,-2.052,-12.2970391,-13.85877757,-9.78104,-2.4485,-5.620525317,-23.94266,-18.373,-5.95,-9.74,-29.127,-9.03,-9.399267,-3.068,-9.74282,-28.57524,-6.89662,-10.286575,-20.137,0,0
2020-01-04 14:00:00,-1.862,-11.5221352,-13.40452607,-9.50739,-2.35975,-5.598644311,-23.84804,-18.1355,-5.85,-9.48,-28.0915,-8.91,-9.467946,-3.15,-9.74909,-28.52356,-6.94336,-10.0776,-19.24,0,0
2020-01-04 15:00:00,-1.159,-11.3464841,-13.05388931,-9.45025,-2.341,-5.545531544,-23.75874,-17.7935,-5.8,-9.33,-27.5785,-8.91,-9.383742,-2.766,-9.58037,-28.03374,-6.90897,-9.89495,-18.811,0,0
2020-01-04 16:00:00,-1.3205,-11.7886861,-13.2169471,-9.56748,-2.372875,-5.551758414,-23.8811,-17.7365,-5.77,-9.62,-28.481,-8.82,-9.523332,-2.3,-9.85245,-28.30772,-7.24147,-10.1764,-19.4675,0,0
2020-01-04 17:00:00,-1.6435,-13.00459365,-14.81036298,-10.56674,-2.598,-5.63424161,-26.88272,-18.5155,-5.85,-10.83,-32.072,-9.28,-10.002708,-3.425,-10.71182,-29.82544,-8.11053,-11.94245,-22.516,0,0
2020-01-04 18:00:00,-1.6245,-13.10913355,-15.10863525,-10.90055,-2.75025,-5.611419571,-28.13045,-19.228,-5.59,-11.53,-33.0885,-9.2,-10.181889,-3.556,-11.04812,-29.82316,-8.73601,-12.4735,-23.725,0,0
2020-01-04 19:00:00,-1.141,-12.36905695,-14.38324152,-10.4503,-2.700375,-5.326970765,-27.54468,-18.9145,-5.49,-11.11,-31.3025,-9,-9.88389,-2.479,-10.83608,-29.31472,-8.48673,-11.528725,-22.1195,0,0
2020-01-04 20:00:00,-1.311,-11.80949405,-13.15043192,-9.29837,-2.5365,-4.32307636,-24.84497,-17.689,-5.21,-10.16,-28.918,-8.81,-9.60732,-3.033,-10.06582,-27.20762,-7.61026,-10.28755,-20.1565,0,0
2020-01-04 21:00:00,-1.634,-11.22341135,-12.04932042,-8.43991,-2.31325,-3.622686204,-23.33428,-16.7295,-5.16,-9.46,-26.809,-8.45,-9.208989,-2.631,-9.39873,-25.62226,-7.00872,-9.565075,-18.2455,0,0
2020-01-04 22:00:00,-1.8715,-10.84994205,-10.90592502,-7.55075,-2.106625,-3.236615664,-20.92109,-15.3235,-5.06,-8.5,-24.3675,-7.8,-8.55099,-2.938,-8.4341,-24.10264,-6.28862,-8.626475,-16.2175,0,0
2020-01-04 23:00:00,-2.185,-10.2423268,-9.945149545,-6.76966,-1.918625,-2.929217297,-18.63026,-13.908,-4.92,-7.63,-22.23,-7.23,-8.028018,-2.4,-7.56903,-22.38542,-5.69677,-7.7311,-14.3455,0,0
2020-01-05 00:00:00,-1.235,-10.02057875,-9.784245721,-6.40195,-1.88325,-2.862811283,-17.72586,-13.5565,-4.84,-7.48,-22.23,-6.96,-7.83378,-3.78,-7.1022,-23.06771,-5.45452,-7.576725,-13.6435,0,0
2020-01-05 01:00:00,-1.786,-9.8539193,-10.03426698,-6.01551,-1.98325,-2.623122948,-18.1887,-14.0695,-4.84,-7.88,-22.4485,-6.92,-7.89606,-3.5,-7.29923,-24.24172,-5.77011,-7.329725,-13.585,0,0
2020-01-05 02:00:00,-2.147,-9.430586,-9.078072762,-5.70577,-1.87875,-2.390965006,-17.44998,-13.509,-4.86,-7.19,-20.615,-6.66,-7.686747,-3.232,-6.93329,-22.56269,-5.54021,-6.811025,-12.5645,0,0
2020-01-05 03:00:00,-1.7575,-9.64864615,-8.468192633,-5.39696,-1.819625,-2.242955125,-15.55986,-12.73,-4.86,-6.39,-19.4465,-6.39,-7.35462,-3.046,-6.25689,-21.40388,-4.98921,-6.440525,-11.713,0,0
2020-01-05 04:00:00,-1.6245,-9.3012435,-7.880570319,-5.19715,-1.69725,-2.226605951,-14.46337,-12.084,-4.84,-5.82,-18.0405,-6.01,-7.04934,-2.866,-5.87993,-19.57608,-4.64607,-6.045325,-10.5885,0,0
2020-01-05 05:00:00,-1.6245,-9.0983406,-7.641115193,-5.17339,-1.685625,-2.206999283,-14.11377,-11.818,-4.84,-5.62,-17.7555,-6,-6.94944,-2.936,-5.77828,-19.20064,-4.46519,-5.91565,-10.2635,0,0
2020-01-05 06:00:00,-1.577,-9.19776665,-7.749713931,-5.31453,-1.732875,-2.405187603,-14.19433,-11.7705,-4.98,-5.69,-17.841,-6.03,-7.08858,-3.275,-5.85466,-19.2166,-4.45892,-6.144125,-10.3155,0,0
2020-01-05 07:00:00,-1.387,-9.51348015,-8.659951856,-5.64849,-1.795125,-2.668216951,-15.13882,-12.1315,-5.6,-5.92,-18.9145,-6.22,-7.440948,-3.74,-6.10242,-20.34596,-4.73328,-6.662825,-11.258,0,0
2020-01-05 08:00:00,-1.235,-9.67211755,-9.273126948,-7.14838,-1.823375,-2.907921577,-16.3609,-12.6065,-5.84,-6.14,-19.8455,-6.46,-7.899084,-3.765,-7.00074,-20.51563,-5.52026,-7.1383,-12.441,0,0
2020-01-05 09:00:00,-1.425,-9.8799888,-10.3796035,-7.61461,-1.99675,-3.303497706,-19.35397,-13.7655,-5.97,-7.07,-22.2585,-6.88,-8.402121,-3.713,-7.72578,-21.74797,-6.07924,-8.26215,-14.924,0,0
2020-01-05 10:00:00,-1.919,-10.69646995,-11.74411009,-8.19208,-2.165625,-3.960355554,-20.96859,-15.219,-5.99,-8.23,-25.6025,-7.55,-8.841294,-4.919,-8.45253,-24.48549,-6.29964,-9.540375,-17.3225,0,0
2020-01-05 11:00:00,-2.0045,-11.15794965,-12.49024818,-9.19252,-2.17725,-4.714691896,-22.84484,-16.682,-6.05,-9.11,-27.455,-8.2,-9.197433,-4.511,-9.05027,-26.36763,-6.65684,-10.139025,-18.694,0,0
